epoch,phase,train_loss,train_dice_loss,train_ce_loss,train_div_loss,train_push_loss,train_pull_loss,val_mean_fg_dice,lr,epoch_time_s,val_dice_LV,val_dice_RV,val_dice_LA,val_dice_RA,val_dice_Myocardium,val_dice_Aorta,val_dice_PA
53,B,-0.16009,0.06778,0.05302,73.7691,-0.955999,0.734968,,0.0001359,31.4,,,,,,,
54,B,-0.16373,0.06696,0.05254,72.73156,-0.956749,0.728653,,0.0001312,31.5,,,,,,,
55,B,-0.1669,0.06659,0.05211,71.87799,-0.95737,0.722244,0.82251,0.0001265,31.5,0.7674,0.8803,0.9487,0.7464,0.8159,0.9159,0.6831
56,B,-0.17084,0.06521,0.0505,71.16594,-0.957744,0.716039,,0.0001219,31.5,,,,,,,
57,B,-0.17314,0.06469,0.05136,70.70424,-0.958238,0.709011,,0.0001173,31.6,,,,,,,
58,B,-0.17739,0.06364,0.04929,70.39534,-0.959307,0.701612,,0.0001127,31.4,,,,,,,
59,B,-0.17983,0.06345,0.04954,70.28325,-0.959594,0.692758,,0.0001082,31.4,,,,,,,
60,B,-0.17843,0.06391,0.0499,72.49528,-0.960337,0.689329,0.83583,0.0001036,31.5,0.7714,0.8869,0.9416,0.7901,0.8559,0.9182,0.6866
61,B,-0.18347,0.06252,0.04804,70.61954,-0.961593,0.685697,,9.92e-05,31.6,,,,,,,
62,B,-0.18695,0.06168,0.04734,69.35976,-0.962573,0.681866,,9.48e-05,31.6,,,,,,,
63,B,-0.18918,0.06106,0.04757,68.59099,-0.962856,0.677373,,9.04e-05,31.4,,,,,,,
64,B,-0.19197,0.06046,0.04669,67.85404,-0.963605,0.67363,,8.61e-05,31.5,,,,,,,
65,B,-0.19456,0.06003,0.04557,67.3639,-0.964111,0.66935,0.8179,8.19e-05,31.6,0.7274,0.885,0.9258,0.7239,0.8407,0.9177,0.7049
66,B,-0.19706,0.05869,0.04537,66.82101,-0.964713,0.665772,,7.77e-05,31.5,,,,,,,
67,B,-0.19883,0.05863,0.04493,66.38297,-0.965186,0.66239,,7.36e-05,31.5,,,,,,,
68,B,-0.20079,0.05843,0.04406,65.98805,-0.965567,0.659035,,6.96e-05,31.6,,,,,,,
69,B,-0.20284,0.05758,0.04349,65.6394,-0.965942,0.655811,,6.57e-05,31.4,,,,,,,
70,B,-0.2022,0.05696,0.04321,67.40916,-0.965885,0.653012,0.81732,6.18e-05,31.4,0.7668,0.8703,0.9435,0.7112,0.8271,0.9174,0.6848
71,B,-0.20382,0.0574,0.04268,66.35109,-0.966164,0.65149,,5.81e-05,31.6,,,,,,,
72,B,-0.20707,0.05576,0.04188,65.70632,-0.967456,0.648513,,5.44e-05,31.6,,,,,,,
73,B,-0.20854,0.05525,0.04178,65.30795,-0.967664,0.64588,,5.08e-05,31.5,,,,,,,
74,B,-0.20985,0.05542,0.04114,64.91902,-0.967985,0.643774,,4.73e-05,31.5,,,,,,,
75,B,-0.21145,0.055,0.04053,64.64006,-0.968322,0.641246,0.82967,4.39e-05,31.6,0.7581,0.8831,0.9393,0.7693,0.8539,0.9083,0.6957
76,B,-0.21326,0.0539,0.04022,64.31489,-0.968982,0.639413,,4.07e-05,31.6,,,,,,,
77,B,-0.21474,0.05363,0.03953,63.97071,-0.969532,0.637883,,3.75e-05,31.5,,,,,,,
78,B,-0.21538,0.05343,0.03959,63.75692,-0.969542,0.636487,,3.44e-05,31.4,,,,,,,
79,B,-0.2166,0.0533,0.03897,63.53537,-0.969987,0.634905,,3.15e-05,31.4,,,,,,,
80,B,-0.21578,0.05242,0.03848,64.82671,-0.969122,0.63401,0.83804,2.86e-05,31.5,0.7787,0.8691,0.9494,0.7914,0.8618,0.9118,0.704
81,C,-0.21749,0.05151,0.03712,64.57195,-0.969588,0.633681,,2.59e-05,21.1,,,,,,,
82,C,-0.21848,0.05035,0.03653,64.47884,-0.969729,0.633871,,2.34e-05,20.7,,,,,,,
83,C,-0.21824,0.05052,0.03677,64.55211,-0.969722,0.633692,,2.09e-05,21.0,,,,,,,
84,C,-0.21853,0.05038,0.0365,64.55566,-0.969887,0.633688,,1.86e-05,21.0,,,,,,,
85,C,-0.21856,0.05019,0.03633,64.5539,-0.969617,0.633733,0.83407,1.63e-05,20.9,0.7669,0.8773,0.9473,0.7723,0.8587,0.9136,0.7024
86,C,-0.21875,0.05017,0.03625,64.54422,-0.969852,0.633707,,1.43e-05,20.9,,,,,,,
87,C,-0.21877,0.05,0.03629,64.58094,-0.969765,0.633539,,1.23e-05,20.9,,,,,,,
88,C,-0.21885,0.05009,0.03594,64.56252,-0.969697,0.633677,,1.05e-05,21.0,,,,,,,
89,C,-0.21888,0.05009,0.03601,64.53728,-0.969788,0.633712,,8.9e-06,20.9,,,,,,,
90,C,-0.21901,0.04967,0.036,64.54904,-0.969642,0.63369,0.83608,7.3e-06,21.0,0.7667,0.8766,0.944,0.7849,0.8633,0.9123,0.7047
91,C,-0.21909,0.04979,0.03581,64.54394,-0.969718,0.633674,,6e-06,21.0,,,,,,,
92,C,-0.21921,0.04963,0.03588,64.55596,-0.969867,0.633651,,4.7e-06,20.7,,,,,,,
93,C,-0.21937,0.0493,0.0357,64.56897,-0.969681,0.633595,,3.6e-06,21.0,,,,,,,
94,C,-0.21888,0.0501,0.03589,64.52271,-0.96969,0.633793,,2.7e-06,20.7,,,,,,,
95,C,-0.21899,0.05005,0.03579,64.50702,-0.969814,0.633956,0.83386,1.8e-06,21.2,0.7677,0.8721,0.9454,0.7765,0.8632,0.9125,0.6996
96,C,-0.21922,0.04959,0.03567,64.5416,-0.969622,0.633693,,1.2e-06,20.9,,,,,,,
97,C,-0.21938,0.04951,0.0356,64.5239,-0.969757,0.633696,,7e-07,20.8,,,,,,,
98,C,-0.21939,0.04946,0.03565,64.55022,-0.969789,0.633587,,3e-07,20.9,,,,,,,
99,C,-0.2194,0.0495,0.0355,64.51821,-0.969728,0.633753,,1e-07,20.9,,,,,,,
100,C,-0.21934,0.04954,0.03556,64.56745,-0.969681,0.633539,0.83395,0.0,20.9,0.7686,0.874,0.945,0.7759,0.8612,0.9118,0.7011
