level,class_idx,class_name,proto_idx,purity,n_samples
4,1,LV,0,0.3,50
4,1,LV,1,0.76,50
4,2,RV,0,0.4,50
4,2,RV,1,0.5,50
4,3,LA,0,0.9,50
4,3,LA,1,1.0,50
4,4,RA,0,0.92,50
4,4,RA,1,0.36,50
4,5,Myo,0,0.94,50
4,5,Myo,1,0.9,50
4,6,Aorta,0,0.82,50
4,6,Aorta,1,0.66,50
4,7,PA,0,0.38,50
4,7,PA,1,0.66,50
