weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
1.0,0.6785714285714286,0.31217250343491326,0.03552644903009588,0.6785714285714286,0.31217250343491326,0.03552644903009588
