weight_l3,purity_l3,ap_l3,compact_l3,effective_purity,effective_ap,effective_compactness
1.0,0.8442857142857143,0.31934992146074614,0.04218829761851917,0.8442857142857143,0.31934992146074614,0.04218829761851917
