level,class_idx,class_name,proto_idx,purity,n_samples
2,1,LV,0,0.98,50
2,1,LV,1,0.4,50
2,1,LV,2,0.76,50
2,2,RV,0,0.6,50
2,2,RV,1,0.52,50
2,2,RV,2,0.88,50
2,3,LA,0,0.96,50
2,3,LA,1,0.74,50
2,3,LA,2,0.9,50
2,4,RA,0,0.18,50
2,4,RA,1,0.22,50
2,4,RA,2,0.46,50
2,5,Myo,0,0.14,50
2,5,Myo,1,0.56,50
2,5,Myo,2,0.22,50
2,6,Aorta,0,0.36,50
2,6,Aorta,1,0.84,50
2,6,Aorta,2,0.46,50
2,7,PA,0,0.26,50
2,7,PA,1,0.74,50
2,7,PA,2,0.76,50
