weight_l2,purity_l2,ap_l2,compact_l2,effective_purity,effective_ap,effective_compactness
1.0,0.5685714285714285,0.21887300746161337,0.12324519722258093,0.5685714285714285,0.21887300746161337,0.12324519722258093
