level,class_idx,class_name,proto_idx,purity,n_samples
3,1,LV,0,0.94,50
3,1,LV,1,0.86,50
3,2,RV,0,1.0,50
3,2,RV,1,1.0,50
3,3,LA,0,1.0,50
3,3,LA,1,0.74,50
3,4,RA,0,0.76,50
3,4,RA,1,0.96,50
3,5,Myo,0,0.42,50
3,5,Myo,1,0.88,50
3,6,Aorta,0,0.74,50
3,6,Aorta,1,1.0,50
3,7,PA,0,0.84,50
3,7,PA,1,0.68,50
