weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.2630923562798618,0.8557142857142858,0.3188778992682924,0.05045979757658003,0.7369076437201382,0.6257142857142857,0.2944305313723888,0.04261575989346015,0.6862255276586539,0.30086244699696274,0.04467946625026019
