weight_l1,purity_l1,ap_l1,compact_l1,weight_l2,purity_l2,ap_l2,compact_l2,weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.2803250462555688,0.18,0.13335562512743668,0.23630662285310458,0.02446904458290289,0.5333333333333333,0.17275301727720627,0.20235319411552877,0.005802911175184013,0.9271428571428572,0.2999850773272339,0.15700724217798803,0.6894029979863443,0.88,0.3171276024896084,0.03567570637924753,0.6755634313115733,0.2619795297220443,0.09670009232345272
