level,class_idx,class_name,ap
3,1,LV,0.35900806373154576
3,2,RV,0.32676091230636045
3,3,LA,0.24108362426473337
3,4,RA,0.3514662630748281
3,5,Myo,0.4036913928075517
3,6,Aorta,0.347188220490232
3,7,PA,0.20294681820279556
4,1,LV,0.3125868495553732
4,2,RV,0.3117721767726639
4,3,LA,0.17253192066992365
4,4,RA,0.35442123723732044
4,5,Myo,0.4152747513812944
4,6,Aorta,0.2980256826917002
4,7,PA,0.1964011012984455
