level,class_idx,class_name,ap
4,1,LV,0.3443282381054168
4,2,RV,0.32092916975490565
4,3,LA,0.19718452615370927
4,4,RA,0.3651791766501409
4,5,Myo,0.42698415836765746
4,6,Aorta,0.3407615559206398
4,7,PA,0.18984069909192314
