level,class_idx,class_name,ap
4,1,LV,0.17458276559929709
4,2,RV,0.3155342829529165
4,3,LA,0.20708815345140405
4,4,RA,0.3284486747646997
4,5,Myo,0.36900003252735925
4,6,Aorta,0.3221960434813268
4,7,PA,0.19878667434638997
