epoch,phase,train_loss,train_dice_loss,train_ce_loss,train_div_loss,train_push_loss,train_pull_loss,val_mean_fg_dice,lr,epoch_time_s,val_dice_LV,val_dice_RV,val_dice_LA,val_dice_RA,val_dice_Myocardium,val_dice_Aorta,val_dice_PA
53,B,0.634,0.10787,0.09498,776.23317,-0.917569,0.860537,,0.0001359,50.8,,,,,,,
54,B,0.59198,0.10297,0.08817,740.72012,-0.918902,0.860558,,0.0001312,50.9,,,,,,,
55,B,0.55943,0.10053,0.08558,711.37534,-0.920626,0.861259,0.76219,0.0001265,50.9,0.6321,0.734,0.8514,0.7137,0.8396,0.9142,0.6504
56,B,0.53585,0.09915,0.0845,689.26342,-0.920973,0.860989,,0.0001219,50.8,,,,,,,
57,B,0.5116,0.0969,0.08121,668.38093,-0.922227,0.861114,,0.0001173,50.8,,,,,,,
58,B,0.49012,0.09318,0.07855,650.79175,-0.923773,0.861392,,0.0001127,50.7,,,,,,,
59,B,0.47115,0.09152,0.07621,634.2601,-0.924501,0.861096,,0.0001082,50.8,,,,,,,
60,B,0.73367,0.09403,0.08262,895.86449,-0.928396,0.854714,0.78006,0.0001036,50.9,0.6885,0.7827,0.8497,0.7192,0.8528,0.8819,0.6857
61,B,0.63741,0.09277,0.07959,801.56046,-0.929413,0.857535,,9.92e-05,50.7,,,,,,,
62,B,0.58415,0.08857,0.07357,753.83799,-0.930629,0.858239,,9.48e-05,50.7,,,,,,,
63,B,0.54901,0.0866,0.07193,720.65048,-0.931273,0.858907,,9.04e-05,50.8,,,,,,,
64,B,0.5261,0.08697,0.07223,697.41805,-0.931297,0.858932,,8.61e-05,50.8,,,,,,,
65,B,0.50194,0.08357,0.06805,677.58635,-0.932401,0.859001,0.75593,8.19e-05,50.7,0.6175,0.8126,0.7797,0.7237,0.8168,0.8841,0.6571
66,B,0.48,0.08259,0.06645,657.53218,-0.933718,0.859221,,7.77e-05,50.7,,,,,,,
67,B,0.46533,0.08126,0.06538,644.54132,-0.934614,0.859114,,7.36e-05,50.8,,,,,,,
68,B,0.45107,0.08073,0.06409,631.57972,-0.93535,0.859005,,6.96e-05,50.8,,,,,,,
69,B,0.43878,0.07867,0.06308,621.23763,-0.936155,0.858982,,6.57e-05,50.8,,,,,,,
70,B,0.60135,0.07887,0.06307,786.81792,-0.939676,0.853586,0.78607,6.18e-05,50.9,0.6897,0.8155,0.8827,0.705,0.8285,0.9034,0.6775
71,B,0.5556,0.07827,0.06139,741.71692,-0.939712,0.855629,,5.81e-05,50.7,,,,,,,
72,B,0.53024,0.0777,0.06196,716.27342,-0.939941,0.856436,,5.44e-05,50.7,,,,,,,
73,B,0.5116,0.07681,0.06084,698.62142,-0.940191,0.857008,,5.08e-05,50.8,,,,,,,
74,B,0.49924,0.07708,0.06151,685.74579,-0.940102,0.857012,,4.73e-05,50.8,,,,,,,
75,B,0.48425,0.07535,0.06024,672.44339,-0.940899,0.857829,0.7756,4.39e-05,50.8,0.6541,0.8064,0.8377,0.711,0.8398,0.9014,0.6788
76,B,0.47164,0.07458,0.05931,660.94612,-0.941488,0.857969,,4.07e-05,50.6,,,,,,,
77,B,0.46187,0.07354,0.05848,652.16289,-0.941582,0.857926,,3.75e-05,50.9,,,,,,,
78,B,0.45165,0.07342,0.05696,642.89321,-0.942019,0.858302,,3.44e-05,50.9,,,,,,,
79,B,0.4428,0.07355,0.05659,634.36787,-0.942632,0.858693,,3.15e-05,50.8,,,,,,,
80,B,0.51821,0.07007,0.05378,715.3134,-0.945395,0.854683,0.78227,2.86e-05,50.9,0.6826,0.8042,0.8589,0.706,0.8158,0.9148,0.6937
81,C,0.50541,0.06868,0.05186,704.39222,-0.946136,0.855267,,2.59e-05,30.2,,,,,,,
82,C,0.50755,0.06835,0.05147,706.8101,-0.945821,0.854946,,2.34e-05,30.1,,,,,,,
83,C,0.50603,0.06849,0.05183,704.99463,-0.945825,0.855172,,2.09e-05,30.2,,,,,,,
84,C,0.50766,0.06817,0.0516,706.83531,-0.945605,0.854972,,1.86e-05,30.2,,,,,,,
85,C,0.50785,0.0685,0.05146,706.92812,-0.945572,0.854922,0.78419,1.63e-05,30.1,0.67,0.7974,0.8475,0.7238,0.839,0.912,0.6997
86,C,0.50497,0.06718,0.05065,705.1908,-0.945861,0.855166,,1.43e-05,30.0,,,,,,,
87,C,0.50422,0.06743,0.0497,704.78818,-0.945833,0.855135,,1.23e-05,30.1,,,,,,,
88,C,0.50508,0.06711,0.05012,705.59863,-0.945809,0.855064,,1.05e-05,30.3,,,,,,,
89,C,0.50629,0.06727,0.05078,706.3342,-0.945688,0.8551,,8.9e-06,30.2,,,,,,,
90,C,0.50602,0.06687,0.04987,706.77787,-0.945761,0.85501,0.78359,7.3e-06,30.1,0.6807,0.7979,0.8514,0.7067,0.8313,0.9126,0.7046
91,C,0.50697,0.06715,0.05,707.41206,-0.945532,0.854986,,6e-06,30.1,,,,,,,
92,C,0.50605,0.067,0.04967,706.74571,-0.945536,0.854956,,4.7e-06,30.2,,,,,,,
93,C,0.5064,0.06687,0.04955,707.31707,-0.945678,0.854868,,3.6e-06,30.3,,,,,,,
94,C,0.50639,0.06717,0.05059,706.58172,-0.945616,0.854944,,2.7e-06,30.3,,,,,,,
95,C,0.50507,0.06672,0.04911,706.26522,-0.94569,0.854956,0.78121,1.8e-06,30.2,0.6759,0.7992,0.8495,0.7009,0.8335,0.9098,0.6996
96,C,0.50592,0.06696,0.04978,706.62674,-0.94566,0.854981,,1.2e-06,30.2,,,,,,,
97,C,0.50518,0.06693,0.04983,705.90212,-0.945722,0.855035,,7e-07,30.1,,,,,,,
98,C,0.50488,0.06654,0.04944,705.95209,-0.945637,0.855032,,3e-07,30.3,,,,,,,
99,C,0.50485,0.06653,0.04925,706.10626,-0.94582,0.855071,,1e-07,30.3,,,,,,,
100,C,0.50243,0.06568,0.04909,704.30461,-0.946067,0.855105,0.78382,0.0,30.3,0.684,0.8005,0.8575,0.6995,0.8342,0.9098,0.7012
