weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.3368493702786028,0.4042857142857143,0.18142319731503828,0.4189072105650919,0.6631506297213972,0.6885714285714286,0.24159340631317994,0.5483261928085453,0.5928099647350829,0.22132510930262397,0.5047314901377403
