weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.35547045242687886,0.6457142857142857,0.18119202907675105,0.48142802701227216,0.6445295475731211,0.67,0.17748904311298105,0.39022038537467946,0.6613671461553472,0.17880534520885275,0.42264200701238314
