epoch,phase,train_loss,train_dice_loss,train_ce_loss,train_div_loss,train_push_loss,train_pull_loss,train_alc_loss,val_mean_fg_dice,lr,epoch_time_s,val_dice_LV,val_dice_RV,val_dice_LA,val_dice_RA,val_dice_Myocardium,val_dice_Aorta,val_dice_PA
34,B,0.09696948591549441,0.08991608107989689,0.07535120887014102,263.5671189506099,-0.8509977940680846,0.7006036178121027,0.022334081068072678,,0.00022226305111525726,32.44442582130432,,,,,,,
35,B,0.07573174530605101,0.08754145424321012,0.07284074299529476,247.05711537487102,-0.8559255962664226,0.7013171211166201,0.022340742695444036,0.7898749453680856,0.00021809857496093199,32.48466205596924,0.7021976709365845,0.8700637221336365,0.9378933310508728,0.7253985404968262,0.7820600867271423,0.8902291059494019,0.621282160282135
36,B,0.05951433906437091,0.08710023114141428,0.07226343767471471,233.55134848828587,-0.8603613646525257,0.7013770825458023,0.02235114179938188,,0.00021386689373476087,32.41807699203491,,,,,,,
37,B,0.046596667869895136,0.08612531817184305,0.07178546194830593,222.63724913687076,-0.8628669788814941,0.7012790031028244,0.022355128518955887,,0.00020957218359521706,32.605634927749634,,,,,,,
38,B,0.030079020209223876,0.08309765216314567,0.06761493400301573,212.02461868861937,-0.8677266355393067,0.7017763928984696,0.022346378875158307,,0.0002052186829027017,32.41842317581177,,,,,,,
39,B,0.015087951692414277,0.0804439738111676,0.06511484833328791,202.25120839532815,-0.8728619257234177,0.701482818374094,0.022351636990623654,,0.00020081068803679371,32.5162308216095,,,,,,,
40,B,0.05808727509992303,0.08296706682106234,0.06795660900127776,245.5373273165721,-0.8846495297719847,0.7131694985448189,0.022409763951557426,0.8234392489705767,0.0001963525491562421,32.40696883201599,0.7349210977554321,0.8836840987205505,0.9351131916046143,0.7753827571868896,0.836359977722168,0.9132450819015503,0.685368537902832
41,B,0.02681029609015721,0.08396044345396869,0.06884135486874378,214.15520023849774,-0.887923464741347,0.7163806000970444,0.02241536253571229,,0.00019184866590588439,32.39874291419983,,,,,,,
42,B,0.006734051474233878,0.0822468563070837,0.0671803470665835,196.95807172667304,-0.8912846887449049,0.7183284767956104,0.022451863993170125,,0.00018730348307472816,32.47611856460571,,,,,,,
43,B,-0.009938166834818164,0.0801521064537876,0.0658705752729526,183.24773097488116,-0.8949664915507695,0.7206504763859622,0.022467575475292385,,0.00018272148620948137,32.50122117996216,,,,,,,
44,B,-0.026260130507717753,0.07640103096107267,0.06159031232994682,172.47383736664395,-0.8986016070505358,0.7217931536571035,0.022457364419440053,,0.0001781071971878587,32.53546714782715,,,,,,,
45,B,-0.03269369718300196,0.07913024414260432,0.06383432249345307,164.81129095689306,-0.9008960125018965,0.721348799905687,0.02247055525065593,0.8305412786347526,0.00017346516975603462,32.554640769958496,0.7607455253601074,0.8777430653572083,0.9463298916816711,0.7889454960823059,0.8285674452781677,0.9241796135902405,0.6872779130935669
46,B,-0.05016786422369615,0.07274358621183431,0.0573175672160567,156.2528391424215,-0.9065245344953717,0.7227485685978295,0.02247673763348809,,0.00016879998503464564,32.40604281425476,,,,,,,
47,B,-0.05387020773553061,0.07530689014578765,0.06051555839982235,150.54186061643205,-0.9080939992981137,0.7224005159904372,0.022471419482860924,,0.00016411624699777712,32.47136092185974,,,,,,,
48,B,-0.06617952952653451,0.07109465492221545,0.055847085142543294,144.54498866818986,-0.9118376219609998,0.7223969256540514,0.022483691687361813,,0.000159418577929397,32.48124694824219,,,,,,,
49,B,-0.07260362763520119,0.0709580677860188,0.056134971614294454,139.70749275639372,-0.9147877184287557,0.7216516688184919,0.02246591940803348,,0.00015471161386171925,32.526041746139526,,,,,,,
50,B,-0.03890259431582823,0.07116623222827911,0.05638583665186504,173.67323871828475,-0.9142739176750183,0.7186435598809764,0.022483850012199498,0.8145829268864223,0.00015,32.34295296669006,0.7329300045967102,0.8507557511329651,0.942164421081543,0.7325515151023865,0.8378151059150696,0.9455251693725586,0.6603385210037231
51,B,-0.05741095439232183,0.07095220431966602,0.056163678525613166,157.02947026378703,-0.9177634238072161,0.7190329348141292,0.022502085852946312,,0.00014528838613828076,32.267813205718994,,,,,,,
52,B,-0.0704652269388426,0.06854549387715897,0.0539290670235202,148.0368226969017,-0.9206829712076007,0.7179091106045921,0.022497431726528787,,0.000140581422070603,32.312182903289795,,,,,,,
53,B,-0.053445529913692294,0.08259515351844283,0.07348526747159238,144.98591081151423,-0.9128004894504007,0.7152109919291623,0.022516777651068173,,0.00013588375300222286,32.3041558265686,,,,,,,
54,B,-0.08372660545315945,0.06760452406586341,0.052125935319740815,136.5291916469358,-0.9214681201386001,0.717945823129618,0.022531406444339257,,0.00013120001496535439,32.31482219696045,,,,,,,
55,B,-0.09354672053793692,0.06580146894140064,0.05080036752207099,130.97207501249494,-0.926561674981747,0.7173414612716099,0.022515021677497984,0.8233838251658848,0.00012653483024396538,32.27935218811035,0.7378658056259155,0.8665987849235535,0.9422872066497803,0.7521303296089172,0.8182022571563721,0.948800265789032,0.6978021264076233
56,B,-0.09904620126944105,0.06560589063842341,0.050697838606418306,126.91731820016537,-0.9284517053725585,0.7159409433040979,0.02250453843823019,,0.00012189280281214133,32.37996315956116,,,,,,,
57,B,-0.10503305431525663,0.06457037605204673,0.050117419698750075,123.2900387386106,-0.9309401107284258,0.7147093297175642,0.02251455203612458,,0.00011727851379051867,32.46368098258972,,,,,,,
58,B,-0.11154362966991821,0.06341984558780238,0.04901674428497845,119.71012511343326,-0.9343320553032857,0.7142754087470612,0.022502389323528646,,0.00011269651692527179,32.47036004066467,,,,,,,
59,B,-0.11619186594660552,0.06326701787282836,0.04838840394579577,116.86389408471449,-0.936325433681596,0.7126163050251187,0.02250327711116593,,0.00010815133409411564,32.43356513977051,,,,,,,
60,B,-0.03661242251796209,0.06349912566958733,0.049272134408073605,195.6642679898244,-0.9319376661530081,0.7047380582903916,0.022439772693686327,0.8310441289629255,0.00010364745084375795,32.461573123931885,0.7425614595413208,0.8828970789909363,0.9489782452583313,0.7554022669792175,0.8361009955406189,0.9506621956825256,0.7007066607475281
61,B,-0.06469593794559533,0.06284543028417623,0.04821233356476955,168.6957066374005,-0.9331197671170505,0.7060702350342049,0.022435812332298397,,9.918931196320631e-05,32.25718402862549,,,,,,,
62,B,-0.07718064732638732,0.06255644644206425,0.04880900088838249,156.8240995587043,-0.9345263462021666,0.705816352142478,0.022432118127087376,,9.478131709729837e-05,32.35696482658386,,,,,,,
63,B,-0.08826475593981878,0.061030073829416956,0.04675565059911811,148.42698554272923,-0.9359992455761388,0.7051793443706801,0.022403523369850416,,9.042781640478291e-05,32.36985397338867,,,,,,,
64,B,-0.09445613060357436,0.062212464100909685,0.047205461804175154,142.10337203403688,-0.936943862798079,0.7043345556506571,0.02239641742253641,,8.613310626523912e-05,32.37573194503784,,,,,,,
65,B,-0.10220314196820529,0.06032594279298242,0.04615716195120564,136.80404296011295,-0.9386711207763204,0.7038669943247201,0.022401378999622364,0.8329308458736965,8.1901425039068e-05,32.4029381275177,0.7488961815834045,0.8703334331512451,0.9434031248092651,0.7684143781661987,0.839236855506897,0.9603385329246521,0.6998934149742126
66,B,-0.1088334219705946,0.05911900187438389,0.04509012195510122,132.28523686247053,-0.9402850930983165,0.7031984064938888,0.022394360596630372,,7.77369488847427e-05,32.362648010253906,,,,,,,
67,B,-0.11423268513578289,0.05844574885548286,0.044203821358815676,128.4512924698164,-0.9414055937865995,0.7022971901691185,0.02239459393686562,,7.364378763744432e-05,32.43568992614746,,,,,,,
68,B,-0.11774004068014757,0.05868428551925803,0.04482108265829255,125.24208166014473,-0.9424081827109715,0.701400026116731,0.022385428035807498,,6.962598075315048e-05,32.395894050598145,,,,,,,
69,B,-0.12213076440230855,0.058244603703606804,0.04373950544604153,122.22788814328752,-0.9433891688877681,0.7008993490686957,0.022380704824584274,,6.568749332218041e-05,32.386555910110474,,,,,,,
70,B,-0.028138815134298056,0.05904267109789938,0.044870307440605925,215.420377263483,-0.9384749706061382,0.6904137249825135,0.022367236134156865,0.8333781787327358,6.183221215612906e-05,32.6065731048584,0.7584397792816162,0.8634928464889526,0.9380630254745483,0.7749308347702026,0.8359829187393188,0.9497843384742737,0.712953507900238
71,B,-0.056286441386273166,0.05860051287795013,0.043927317634576336,188.1364707227023,-0.9390001058016183,0.6907797728507024,0.022365471559031954,,5.8063941952053524e-05,32.589088678359985,,,,,,,
72,B,-0.07010129872568936,0.05740875005722046,0.043381139249453006,175.86118755700454,-0.9402646832870987,0.6906312586001631,0.022341762467305053,,5.438640153769655e-05,32.716761112213135,,,,,,,
73,B,-0.08047024000717222,0.05624163235133549,0.042162317817784706,167.1721034499834,-0.9411567921908397,0.6904623775549654,0.022369504792018317,,5.0803220201452255e-05,32.73825407028198,,,,,,,
74,B,-0.08699142078886617,0.057039639578675326,0.0423185487875258,160.79339376485572,-0.9421409107041809,0.6899543393333003,0.0223590922629777,,4.73179341106967e-05,32.66389775276184,,,,,,,
75,B,-0.09389501852246951,0.05554704227537479,0.041682162831695575,155.430568119265,-0.9431536515366357,0.6900728983136842,0.022368098178632417,0.8415842056274414,4.393398282201789e-05,32.7588849067688,0.761934220790863,0.8807766437530518,0.9445841908454895,0.7703167796134949,0.8573737740516663,0.9596773982048035,0.716426432132721
76,B,-0.09927601655418018,0.05518357005884063,0.04075601362219115,151.0371606214991,-0.9436588832792246,0.6897096248730173,0.022381173587351474,,4.0654705886788306e-05,32.59566593170166,,,,,,,
77,B,-0.10427063081483796,0.05421485147386227,0.040313826873898506,147.35222920831643,-0.9447288251710388,0.6894329167761892,0.02237952082365189,,3.748333955543106e-05,32.790416955947876,,,,,,,
78,B,-0.10788526087296459,0.05427283835860918,0.04022064769886575,144.07226584092626,-0.9452476093791565,0.6892050375353616,0.02236537436761384,,3.442301358363163e-05,32.77827501296997,,,,,,,
79,B,-0.11151893872697398,0.05385210857076465,0.03974831388946974,141.36815333816241,-0.9460048720521747,0.6887890789306389,0.02235710694683048,,3.1476748143646435e-05,32.72660517692566,,,,,,,
80,B,-0.09374787261322984,0.053147445028682926,0.039085123635266186,160.6459549238097,-0.946440781905966,0.6863701374463316,0.022354728656487084,0.8390879290444511,2.8647450843757894e-05,32.29971981048584,0.7606198191642761,0.8650379180908203,0.9408179521560669,0.771540105342865,0.8519042134284973,0.9623929858207703,0.7213025093078613
81,C,-0.09743248615062462,0.05234347115147789,0.037965037877548416,157.70465131075878,-0.9463138656233842,0.6869915760350678,0.022352797726063797,,2.5937913858815738e-05,21.65402388572693,,,,,,,
82,C,-0.09764962204081833,0.05212257296409247,0.0378008060297876,157.78214019199586,-0.9464557404225727,0.6868725028240455,0.022325699894144287,,2.3350811174697767e-05,21.78560996055603,,,,,,,
83,C,-0.09771465626105948,0.051867127137364084,0.037741713111622714,157.76829989451284,-0.9462804569388336,0.6869436437791249,0.02233866128613645,,2.0888695949408434e-05,21.763754844665527,,,,,,,
84,C,-0.09800645807441676,0.05155803544341393,0.037480482778880955,157.80712545142984,-0.9463317936883783,0.6868650533680646,0.0223356913687345,,1.855399799342046e-05,21.782197952270508,,,,,,,
85,C,-0.09813503608248143,0.05161373007972286,0.037499301363977625,157.76516738027897,-0.9465244260599028,0.6867549292883783,0.02233509451396904,0.8392013311386108,1.634902137174483e-05,21.7914879322052,0.7589573860168457,0.8670331835746765,0.9410132169723511,0.7776617407798767,0.8527515530586243,0.9596539735794067,0.7173382639884949
86,C,-0.09784473162495864,0.051685312727712235,0.037343313056483585,157.82475986120835,-0.9460063767883012,0.6868085731875222,0.02234466341412011,,1.4275942130097095e-05,21.75185203552246,,,,,,,
87,C,-0.09826959089709902,0.051263993078807614,0.0373314129504955,157.80903287203807,-0.9463422020088952,0.6867111519260226,0.022339574096478382,,1.233680614740286e-05,21.775490760803223,,,,,,,
88,C,-0.09811306948650558,0.05146160637432674,0.0372950072698998,157.78172518172354,-0.9462483072618268,0.6869361274084955,0.022340245035318833,,1.0533527116762296e-05,21.78538179397583,,,,,,,
89,C,-0.09837084460370946,0.0513354610159712,0.03696292859308843,157.76565558955355,-0.9461861297769366,0.6867572215368163,0.02236113348483758,,8.867884656866181e-06,21.780691862106323,,,,,,,
90,C,-0.09835341931232866,0.051082811265621544,0.037112140817181116,157.79319187380233,-0.9461803902994912,0.6869162411059974,0.022340801623562036,0.8393592834472656,7.34152255572697e-06,21.759142875671387,0.7577670812606812,0.867689311504364,0.9399642944335938,0.7762047648429871,0.852186381816864,0.9582929611206055,0.7234101891517639
91,C,-0.09806131907158865,0.05150025492569186,0.036828385789017634,157.79001595839014,-0.9456954052988088,0.6868586233764324,0.022347694904244732,,5.955947148458556e-06,21.691452026367188,,,,,,,
92,C,-0.09845722438591831,0.05123901142264312,0.03665763948921044,157.74821961600824,-0.9459901859737793,0.6868970852415517,0.02234090288292687,,4.712525830705355e-06,21.75593900680542,,,,,,,
93,C,-0.09854154573437178,0.05096375492383849,0.03694856807343521,157.78661756695442,-0.946237933242096,0.6868692917643853,0.022346244123325032,,3.612485709187901e-06,21.73224902153015,,,,,,,
94,C,-0.09855794295106295,0.05112396152514332,0.036950387192433175,157.75962289774193,-0.9464261157895034,0.6869668825617377,0.022331829947191028,,2.6569123906966916e-06,21.752129077911377,,,,,,,
95,C,-0.09861389456211396,0.05101594919303678,0.03684212623234346,157.79502336034236,-0.9463258444700601,0.686828964442577,0.022354356812770076,0.8411207454545158,1.8467489107293509e-06,21.804171085357666,0.7584032416343689,0.870451033115387,0.9413174986839294,0.780487596988678,0.8551430702209473,0.9584662318229675,0.723576545715332
96,C,-0.09844393339359535,0.05094749578889811,0.037089140883664475,157.78231581202093,-0.9462174033781268,0.6869883424830887,0.022340830608780653,,1.1827948028283352e-06,21.731252908706665,,,,,,,
97,C,-0.09868575291672968,0.050873164017245454,0.03677684677553908,157.76975207058888,-0.9462219712869177,0.68685023964576,0.022358187535812833,,6.657053095380005e-07,21.747485876083374,,,,,,,
98,C,-0.09889054997771415,0.050848513560475046,0.0367527539876975,157.75794860551943,-0.9466293695962654,0.6869941067020848,0.022340379822296353,,2.9599073575926616e-07,21.752224683761597,,,,,,,
99,C,-0.09903198480606079,0.050662311461736574,0.036435537690402205,157.78399751771173,-0.9464177629857693,0.6869063815980587,0.022347444650840084,,7.401594514025999e-08,21.815362215042114,,,,,,,
100,C,-0.0984328216258085,0.05110225109559185,0.03680561628754971,157.78731759989037,-0.9459562672759002,0.686744565671345,0.02235822906752802,0.838600890977042,0.0,21.762795209884644,0.7575647830963135,0.8660272359848022,0.9386254549026489,0.7754026651382446,0.8516140580177307,0.9581313133239746,0.7228407263755798
