level,class_idx,class_name,ap
3,1,LV,0.026427353053098287
3,2,RV,0.008598875804238544
3,3,LA,0.002173845269087094
3,4,RA,0.058628993573206986
3,5,Myo,0.15510645359861597
3,6,Aorta,0.00038770288882020875
3,7,PA,0.0308631577140922
4,1,LV,0.029581262910938707
4,2,RV,0.1375575470160847
4,3,LA,0.008041266730047516
4,4,RA,0.09520630386065353
4,5,Myo,0.11863551946156774
4,6,Aorta,0.02397552884591759
4,7,PA,0.05322764444810508
