weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
1.0,0.47428571428571425,0.05713674577045897,0.7770832899469694,0.47428571428571425,0.05713674577045897,0.7770832899469694
