level,class_idx,class_name,ap
3,1,LV,0.027541181285459595
3,2,RV,0.010601103387475745
3,3,LA,0.00435861918405622
3,4,RA,0.0557109584653878
3,5,Myo,0.12264319135993142
3,6,Aorta,0.0006897504702292206
3,7,PA,0.0020647391693499172
4,1,LV,0.007621993541655954
4,2,RV,0.02458397813972609
4,3,LA,0.00294312076115873
4,4,RA,0.031239246595496973
4,5,Myo,0.05433326087360971
4,6,Aorta,0.006031825983596673
4,7,PA,0.009770572472826485
