weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.5488821928166161,0.0014285714285714286,0.0319442204745557,0.7568531734462048,0.4511178071833839,0.06999999999999999,0.0195034283382958,0.7375751504368877,0.03236236392114632,0.02633195760642185,0.7481565139794109
