weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.5989430640354629,0.3814285714285714,0.04031234027159419,0.7909605213151771,0.40105693596453706,0.7442857142857143,0.06660358189618784,0.791104903328095,0.5269549453357034,0.05085662508025701,0.7910184267228864
