epoch,phase,train_loss,train_dice_loss,train_ce_loss,train_div_loss,train_push_loss,train_pull_loss,val_mean_fg_dice,lr,epoch_time_s,val_dice_LV,val_dice_RV,val_dice_LA,val_dice_RA,val_dice_Myocardium,val_dice_Aorta,val_dice_PA
1,A,0.6601058738130443,0.790823277437462,0.5293884747573789,0.0,0.0,0.0,,0.0002999259840548597,30.101128101348877,,,,,,,
2,A,0.40502221432496915,0.6087243301126192,0.2013200967801067,0.0,0.0,0.0,,0.0002997040092642407,29.90395760536194,,,,,,,
3,A,0.23161057959187706,0.31488560505633084,0.14833555490059672,0.0,0.0,0.0,,0.000299334294690462,29.92853093147278,,,,,,,
4,A,0.14942503351507322,0.1817151929409999,0.11713487440544479,0.0,0.0,0.0,,0.0002988172051971717,29.4167160987854,,,,,,,
5,A,0.1170917503043728,0.13766545563373925,0.0965180450804391,0.0,0.0,0.0,0.8058817216328212,0.00029815325108927063,28.886791944503784,0.6749624609947205,0.8782360553741455,0.9059698581695557,0.7561622262001038,0.845840573310852,0.9095026850700378,0.6704981923103333
6,A,0.1040996085360365,0.11971320240002759,0.08848601490048305,0.0,0.0,0.0,,0.00029734308760930326,28.978219985961914,,,,,,,
7,A,0.09832819491484256,0.11094149722243254,0.08571489234367069,0.0,0.0,0.0,,0.00029638751429081204,29.72921586036682,,,,,,,
8,A,0.09002292391685944,0.10191990350777248,0.07812594430837429,0.0,0.0,0.0,,0.0002952874741692946,29.410402059555054,,,,,,,
9,A,0.08417958818938372,0.09529164433479309,0.07306753153438275,0.0,0.0,0.0,,0.00029404405285154137,29.488468885421753,,,,,,,
10,A,0.08310848864603718,0.0923483948100288,0.07386858211303095,0.0,0.0,0.0,0.7998707549912589,0.0002926584774442729,28.961583852767944,0.7223138809204102,0.8375251293182373,0.9104466438293457,0.7479631900787354,0.8332890868186951,0.8843159079551697,0.663241446018219
11,A,0.07834514689122168,0.08837581158808942,0.06831448252822431,0.0,0.0,0.0,,0.00029113211534313374,29.012470960617065,,,,,,,
12,A,0.08106414351682618,0.08924308531689194,0.0728852021384914,0.0,0.0,0.0,,0.0002894664728832376,29.33716082572937,,,,,,,
13,A,0.07583761429589875,0.0852267804010859,0.06644844824342795,0.0,0.0,0.0,,0.0002876631938525971,29.216727018356323,,,,,,,
14,A,0.06998600689518564,0.07846304465014979,0.06150896933351485,0.0,0.0,0.0,,0.0002857240578699029,29.044188261032104,,,,,,,
15,A,0.06595006288152258,0.07436777763771561,0.057532348195618054,0.0,0.0,0.0,0.8215365665299552,0.00028365097862825513,29.155244827270508,0.7115740180015564,0.8662897944450378,0.9145548939704895,0.7713021039962769,0.8499549031257629,0.9028558135032654,0.7342244386672974
16,A,0.06848356577585328,0.07645823230158608,0.060508899724567834,0.0,0.0,0.0,,0.0002814460020065795,29.378355979919434,,,,,,,
17,A,0.06695217475787087,0.07497637564281248,0.05892797385535713,0.0,0.0,0.0,,0.0002791113040505915,29.048163175582886,,,,,,,
18,A,0.06346643956834977,0.07114332633198432,0.055789552541133366,0.0,0.0,0.0,,0.00027664918882530225,29.068567752838135,,,,,,,
19,A,0.06133926160774141,0.06974093616008759,0.05293758693239037,0.0,0.0,0.0,,0.00027406208614118424,28.993772983551025,,,,,,,
20,A,0.0625742101549821,0.07046051267183052,0.05468790770842219,0.0,0.0,0.0,0.7792614102363586,0.0002713525491562421,29.27418327331543,0.644579291343689,0.8454620838165283,0.8647856116294861,0.7725862860679626,0.7238092422485352,0.9070985913276672,0.6965087652206421
21,B,6.321315068118977,0.38894654529274636,0.5144285137923259,5984.352449237175,-0.440659762272295,0.42241889927184806,,0.00026852325185635354,35.918936252593994,,,,,,,
22,B,3.9151758011781945,0.2296462579155868,0.24277593399275024,3796.5322323205337,-0.45298762127475917,0.43570441443402813,,0.00026557698641636835,35.7835328578949,,,,,,,
23,B,3.351728283009439,0.19015947996445423,0.18860104859297006,3281.798438881928,-0.459235169836935,0.4406680123142476,,0.0002625166604445689,36.32674717903137,,,,,,,
24,B,2.9482162054979577,0.16916224725966184,0.1591919915364036,2905.3387612396814,-0.46509725951923514,0.444995290968778,,0.0002593452941132117,36.37525701522827,,,,,,,
25,B,2.6447364744150414,0.15610349431352796,0.14743561406602274,2615.971512704525,-0.4705770672211107,0.44913528845557626,0.707250578062875,0.0002560660171779821,36.156391859054565,0.5411311984062195,0.7245438098907471,0.70798659324646,0.6218310594558716,0.7703874111175537,0.9310674667358398,0.6538065075874329
26,B,2.38858304608543,0.1442626121471513,0.13186376074434453,2375.429381172612,-0.4766289624121954,0.4536194621392016,,0.0002526820658893033,35.866472005844116,,,,,,,
27,B,2.1771737876928077,0.13822170304802228,0.12544973749878272,2171.9630207565597,-0.4822098397702541,0.4579194279493026,,0.00024919677979854776,35.84479522705078,,,,,,,
28,B,2.0021861426110537,0.13639746578234546,0.12346979314988514,2000.4097606730911,-0.48746918563572866,0.46230903773937587,,0.00024561359846230347,35.84105610847473,,,,,,,
29,B,1.8369858197446138,0.12892440073895003,0.1137929379518302,1845.885080013635,-0.4939785208904518,0.46692497873643657,,0.0002419360580479465,35.814138889312744,,,,,,,
30,B,1.0489065284436603,0.1472144604853864,0.13907682635592963,1121.3025694073372,-0.7783069419410994,0.694446935125117,0.7950069223131452,0.000238167787843871,36.146851778030396,0.7148652076721191,0.8828111290931702,0.9074275493621826,0.7549003958702087,0.8214977979660034,0.9225873351097107,0.5609590411186218
31,B,0.7563010667854885,0.12412153831068075,0.10838053154073796,855.9689886704931,-0.7873121345380567,0.7109482611687679,,0.0002343125066778196,36.08344221115112,,,,,,,
32,B,0.658573604698451,0.11738303388064762,0.10183555436021877,766.3690073265219,-0.7915171930250132,0.7134154458653252,,0.00023037401924684946,36.35297107696533,,,,,,,
33,B,0.5919663369093301,0.11340180376790604,0.09802083003352273,704.9916902937979,-0.7949419038475685,0.7149369933132855,,0.00022635621236255567,36.29314875602722,,,,,,,
34,B,0.5406938633828793,0.11008216946754816,0.09388216040185038,658.3664671699955,-0.7975112329114158,0.7164032602647565,,0.00022226305111525726,36.14862513542175,,,,,,,
