epoch,phase,train_loss,train_dice_loss,train_ce_loss,train_div_loss,train_push_loss,train_pull_loss,val_mean_fg_dice,lr,epoch_time_s,pruned_levels,val_dice_LV,val_dice_RV,val_dice_LA,val_dice_RA,val_dice_Myocardium,val_dice_Aorta,val_dice_PA
30,B,2.6206634280816563,0.1733587018723758,0.16684853844344616,2665.066970537294,-0.7725464937821874,0.6870638033691442,0.7708448852811541,0.000238167787843871,65.17438793182373,[],0.5348116159439087,0.8582375049591064,0.8937594890594482,0.7122762799263,0.7921574711799622,0.9100507497787476,0.6946210861206055
31,B,2.148548440550858,0.16047976264413796,0.15037364315874172,2208.969763413915,-0.7808971812702575,0.6984018301064113,,0.0002343125066778196,62.253851890563965,[],,,,,,,
32,B,1.9399691229721285,0.14804288520003264,0.13357281727048587,2016.4659205022847,-0.7850678549060282,0.7009167300080353,,0.00023037401924684946,62.256800174713135,[],,,,,,,
33,B,1.8002787446076016,0.14619715033837086,0.13417608726699398,1878.2553002699367,-0.7874724789048141,0.7022919100972841,,0.00022635621236255567,62.72167921066284,[],,,,,,,
34,B,1.676420956287744,0.13887876862624907,0.12293117229809176,1764.4483550449588,-0.7899741881860877,0.7042185571396126,,0.00022226305111525726,62.92665481567383,[],,,,,,,
35,B,1.5926124729075521,0.140770804488434,0.12543578266675742,1678.715443737102,-0.7911635443287076,0.7055017034400184,0.796775894505637,0.00021809857496093199,62.35061287879944,[],0.6395919919013977,0.8410742878913879,0.8922085762023926,0.7827688455581665,0.8306705951690674,0.8769074082374573,0.7142095565795898
36,B,1.4946907415704906,0.1309693489434584,0.11444089993975072,1592.3966352354805,-0.7945644335364396,0.7074844949650314,,0.00021386689373476087,62.028099060058594,[],,,,,,,
37,B,1.4204611064128156,0.12423187297470165,0.10757127070342595,1525.6440072689416,-0.7967656237899132,0.7091930829129129,,0.00020957218359521706,62.73631525039673,[],,,,,,,
38,B,1.359974076163094,0.12635567109539825,0.10869910968643315,1464.421748899064,-0.7989859673774468,0.7100713913733104,,0.0002052186829027017,62.35580396652222,[],,,,,,,
39,B,1.2948429578880094,0.11949988412407209,0.10339036534698505,1406.0598501529334,-0.8010845209630031,0.7115207030525748,,0.00020081068803679371,62.18960380554199,[],,,,,,,
40,B,1.2726940518280245,0.12121095269356134,0.10446356904675376,1386.7282069943985,-0.814520777396436,0.7215556330838293,0.7872362818036761,0.0001963525491562421,64.28603887557983,[],0.6297152042388916,0.8560413122177124,0.8772567510604858,0.7572295665740967,0.8351004719734192,0.8636712431907654,0.6916394233703613
41,B,1.1867249265031994,0.1161159909558746,0.09898036015483569,1306.9018370430424,-0.8172893040585067,0.7236780158753665,,0.00019184866590588439,63.073638916015625,[],,,,,,,
42,B,1.1392688520674437,0.12098698824081781,0.10592967667177601,1253.226947136645,-0.8168290102819227,0.7239920769659978,,0.00018730348307472816,62.19013786315918,[],,,,,,,
43,B,1.0780446748688537,0.11577586857777722,0.09751852167735123,1199.9584471504643,-0.8201849446544107,0.7261257944804318,,0.00018272148620948137,62.17891883850098,[],,,,,,,
44,B,1.037145292421557,0.11461512013426367,0.09803376355612616,1159.622245932525,-0.8208592351315156,0.7265126550534986,,0.0001781071971878587,61.526110887527466,[],,,,,,,
45,B,0.980263960811327,0.10460379073080027,0.08661345441667538,1115.136726811247,-0.8255465072843263,0.7291672547470849,0.8026444741657802,0.00017346516975603462,61.86261200904846,[2],0.6916804313659668,0.8458581566810608,0.9012836813926697,0.7616274952888489,0.8635777831077576,0.8706399202346802,0.6838438510894775
46,B,0.6930676448457646,0.11322062785895366,0.09328813766533474,829.7974980192364,-0.8473374379693337,0.7347377898558131,,0.00016879998503464564,52.56640410423279,[2],,,,,,,
47,B,0.6594705910615202,0.10712844751915841,0.08752660277598309,803.7997851101858,-0.8513292318807458,0.7360314282606233,,0.00016411624699777712,52.5817608833313,[2],,,,,,,
48,B,0.6372172843735173,0.1063612921620315,0.0884037058941036,782.4746793351084,-0.8537090859323178,0.7368584418634199,,0.000159418577929397,52.51575589179993,[2],,,,,,,
49,B,0.607624739970801,0.10094939397191102,0.08274492357839953,759.5438445469118,-0.8567743118641511,0.7384834092742992,,0.00015471161386171925,52.4935359954834,[2],,,,,,,
50,B,0.6067186875163384,0.10161294577256688,0.08422043671796345,759.8503366146448,-0.8653036701791691,0.7464138171020543,0.7651313373020717,0.00015,52.739402055740356,"[1, 2]",0.6068243384361267,0.8446348905563354,0.8593990206718445,0.7203559279441833,0.8184969425201416,0.8735865950584412,0.6326216459274292
51,B,-0.009511803118687755,0.11756739835694151,0.09502127536414366,128.4122618549275,-0.8609043550941179,0.7449350773163561,,0.00014528838613828076,32.33587670326233,"[1, 2]",,,,,,,
52,B,-0.02918643595756225,0.10706195881906545,0.08554496992168562,122.54771722037837,-0.8694092800032418,0.7466680685866554,,0.000140581422070603,32.63056826591492,"[1, 2]",,,,,,,
53,B,-0.04075922289828084,0.10343310827354216,0.081057224387549,118.02765346023271,-0.875800887931068,0.7474735831876971,,0.00013588375300222286,32.76343584060669,"[1, 2]",,,,,,,
54,B,-0.04908402432810585,0.1006420985707697,0.08000482617051534,113.93842988644006,-0.881019282734619,0.748654877520957,,0.00013120001496535439,32.56904172897339,"[1, 2]",,,,,,,
55,B,-0.05446705088581679,0.10009625807123364,0.07884998730260809,111.01502029850798,-0.884130764401184,0.7484407334957482,0.7968247362545559,0.00012653483024396538,32.76682209968567,"[1, 2]",0.6907812356948853,0.828847348690033,0.8962768912315369,0.7835996150970459,0.8414984941482544,0.865801215171814,0.6709683537483215
56,B,-0.06260083011298809,0.09809160373120937,0.07772551527914573,107.8330300169171,-0.8914426731051139,0.7495156495638613,,0.00012189280281214133,32.584574937820435,"[1, 2]",,,,,,,
57,B,-0.06978295581801883,0.09605274475970359,0.07586756940790505,104.91434230444567,-0.8965430695493266,0.7504562943611505,,0.00011727851379051867,32.270009994506836,"[1, 2]",,,,,,,
58,B,-0.0770090198460615,0.09396076399200368,0.07388380190955018,102.34820329918051,-0.9016833457182039,0.7502486466799142,,0.00011269651692527179,32.07289409637451,"[1, 2]",,,,,,,
59,B,-0.08234369115165945,0.09290203705148876,0.07175673303668792,100.10383055345068,-0.9043993736213108,0.7496911003342215,,0.00010815133409411564,32.54646706581116,"[1, 2]",,,,,,,
60,B,0.09428277211088054,0.095179113576997,0.07599442260656154,271.8004207251207,-0.8954943359460471,0.7385709541586211,0.796038636139461,0.00010364745084375795,32.55716800689697,"[1, 2]",0.7004033327102661,0.8354978561401367,0.8996135592460632,0.7603576183319092,0.8610817790031433,0.8685062527656555,0.6468100547790527
61,B,0.02227273555296772,0.0918482353664794,0.0723679642421457,202.98745518810344,-0.8994057229105031,0.7475201352587286,,9.918931196320631e-05,32.2734317779541,"[1, 2]",,,,,,,
62,B,-0.0033045215707904886,0.09027527581970647,0.07077720487173998,180.12284469604492,-0.9026543309666076,0.7494942020132856,,9.478131709729837e-05,32.01023197174072,"[1, 2]",,,,,,,
63,B,-0.02304419565875575,0.08664519522549971,0.06751407920119334,165.25542831420898,-0.9065063055956138,0.7514955359247496,,9.042781640478291e-05,32.164366722106934,"[1, 2]",,,,,,,
64,B,-0.03599862641883346,0.08532055846925052,0.06634645531270301,154.68732898640184,-0.9088942428242486,0.7517106097261861,,8.613310626523912e-05,32.18589997291565,"[1, 2]",,,,,,,
65,B,-0.04480899975828405,0.08540858609496423,0.06619168278532771,146.93841732672925,-0.910838820743111,0.7514874055138174,0.791486918926239,8.1901425039068e-05,32.120054960250854,"[1, 2]",0.6876521706581116,0.8495466709136963,0.9092352390289307,0.7375120520591736,0.8176425695419312,0.8599069118499756,0.6789128184318542
66,B,-0.05618276404884626,0.0824509785985047,0.06226528471089759,140.2729700196464,-0.9135296319453221,0.7518037751598178,,7.77369488847427e-05,32.02063584327698,"[1, 2]",,,,,,,
67,B,-0.061674389636741496,0.0821418582268481,0.06331107361277319,135.02344901606722,-0.9144615224509869,0.7512257965105884,,7.364378763744432e-05,32.053788900375366,"[1, 2]",,,,,,,
68,B,-0.06770532543085656,0.08158382042398993,0.062113850728942537,130.4431294855082,-0.9156911325342251,0.7513930749780727,,6.962598075315048e-05,32.332809925079346,"[1, 2]",,,,,,,
69,B,-0.07456652377292795,0.07936749171535924,0.060124699096634704,126.5804028061201,-0.9173117308121808,0.7510513491788,,6.568749332218041e-05,32.25987005233765,"[1, 2]",,,,,,,
70,B,0.2043507806956768,0.09166632705139664,0.07591864496539787,384.78597432262495,-0.8994562541538814,0.7420017182264688,0.8030596716063363,6.183221215612906e-05,31.986281871795654,"[1, 2]",0.7186001539230347,0.842842698097229,0.9013105034828186,0.7328917384147644,0.8480535745620728,0.868425726890564,0.7092933058738708
71,B,0.08994710318884759,0.08391984678664298,0.06338077447957026,281.5397397887032,-0.9031472045857951,0.7453225654251171,,5.8063941952053524e-05,32.08906674385071,"[1, 2]",,,,,,,
72,B,0.05255938750111832,0.08131238059052881,0.06141244785262728,248.55709788484393,-0.9075476614371786,0.7456547733185426,,5.438640153769655e-05,32.09752702713013,"[1, 2]",,,,,,,
73,B,0.02875275031294463,0.07940123047468797,0.05932695285048125,228.18337436891952,-0.9105638912263906,0.7459488789427955,,5.0803220201452255e-05,32.09170579910278,"[1, 2]",,,,,,,
74,B,0.011638565516134477,0.07771155772344121,0.05824398284531989,213.53879993366746,-0.9128398943059849,0.7461677303291717,,4.73179341106967e-05,32.115304946899414,"[1, 2]",,,,,,,
75,B,-0.0017710545293565065,0.07640704737519319,0.05675282821340381,202.4013961935943,-0.914719210761898,0.7464288273509944,0.7750951903206962,4.393398282201789e-05,32.14692783355713,"[1, 2]",0.6709969639778137,0.8311598896980286,0.8953939080238342,0.712699830532074,0.8098141551017761,0.8449045419692993,0.6606970429420471
76,B,-0.012045071513023017,0.07593020993583607,0.056520582879629896,193.41088233803802,-0.9166647465723865,0.7466040560097065,,4.0654705886788306e-05,32.0968451499939,"[1, 2]",,,,,,,
77,B,-0.020717747087748546,0.07523448990201051,0.05570228413661134,186.05038344185309,-0.9175989397291867,0.746251772315997,,3.748333955543106e-05,32.07779407501221,"[1, 2]",,,,,,,
78,B,-0.02929791470743575,0.0736596019200559,0.05442562096594077,179.62310553496738,-0.9192908094176706,0.746727059753436,,3.442301358363163e-05,32.14193415641785,"[1, 2]",,,,,,,
79,B,-0.035984772415655966,0.07299842249672368,0.053546009110813995,174.22232163627191,-0.9203784536078291,0.7468396374639475,,3.1476748143646435e-05,32.13273501396179,"[1, 2]",,,,,,,
80,B,0.9921448880209113,0.09828978017816004,0.08551344999446059,1159.0387973425522,-0.8790861601537129,0.7229899901826427,0.7885110037667411,2.8647450843757894e-05,32.18713402748108,"[1, 2]",0.704957902431488,0.8744617104530334,0.9147835373878479,0.7043765783309937,0.8144514560699463,0.8733692765235901,0.6331765651702881
81,C,0.7039324944874026,0.08869858086109161,0.06967447137565545,882.187473800947,-0.8756542717510799,0.7215423583984375,,2.5937913858815738e-05,22.22685170173645,"[1, 2]",,,,,,,
82,C,0.7005148659337241,0.08539651474862728,0.06652808451216738,882.0081493449661,-0.8757009250375459,0.7215793456109065,,2.3350811174697767e-05,22.237287282943726,"[1, 2]",,,,,,,
83,C,0.7004614078773642,0.08555285716956516,0.06589082405322565,882.1564633351452,-0.8756441932241872,0.721620630262033,,2.0888695949408434e-05,22.372920989990234,"[1, 2]",,,,,,,
84,C,0.6990769648889326,0.08380581944618586,0.06514290939875932,881.8887213940891,-0.8754019113081806,0.7216591680387281,,1.855399799342046e-05,22.329105854034424,"[1, 2]",,,,,,,
85,C,0.6987066777809611,0.08355440002567363,0.06458956922211175,882.086349199403,-0.8756470919217704,0.7214874003855687,0.8028665866170611,1.634902137174483e-05,22.557756900787354,"[1, 2]",0.7010448575019836,0.8764646053314209,0.9190678000450134,0.7338155508041382,0.8363260626792908,0.8887280225753784,0.6646192073822021
86,C,0.6976116288383052,0.08288989623762527,0.06343498223303061,881.902754585698,-0.8757327598220898,0.7216510828935875,,1.4275942130097095e-05,22.785726070404053,"[1, 2]",,,,,,,
87,C,0.6976662685848632,0.08265964377601191,0.06336593670102786,881.8957369822376,-0.8753640210291125,0.7217588261613306,,1.233680614740286e-05,22.707050800323486,"[1, 2]",,,,,,,
88,C,0.6973291762032598,0.08197539004514802,0.06302877097337875,882.2913398022922,-0.8756632054189466,0.7214692513335426,,1.0533527116762296e-05,22.74156904220581,"[1, 2]",,,,,,,
89,C,0.6975234226798112,0.08198202331111117,0.06329737090558377,882.1985131029812,-0.8753612024604149,0.7214630845020402,,8.867884656866181e-06,22.68944478034973,"[1, 2]",,,,,,,
90,C,0.6972410881294394,0.08208419776187753,0.06273163445645345,882.2092201664763,-0.8755081062609295,0.7215118602199374,0.8039590716362,7.34152255572697e-06,22.456915140151978,"[1, 2]",0.7116327285766602,0.8677571415901184,0.918027937412262,0.7354875802993774,0.8408249020576477,0.886538565158844,0.66744464635849
91,C,0.6969092575446615,0.0815193751510584,0.06286159205197725,882.119664030255,-0.8756390183039431,0.7216743261746641,,5.955947148458556e-06,24.45739221572876,"[1, 2]",,,,,,,
92,C,0.6968204542151037,0.08186186484570773,0.06250154009124018,882.0216306290537,-0.8756390011535501,0.7217463117163136,,4.712525830705355e-06,24.055058240890503,"[1, 2]",,,,,,,
93,C,0.6966606735620858,0.08117683035022807,0.06245545111596584,882.2231474102668,-0.8755751609239938,0.7216356846521486,,3.612485709187901e-06,23.78688097000122,"[1, 2]",,,,,,,
94,C,0.696808750055871,0.08182581949908778,0.06225776714536379,882.1431631412146,-0.8755481760456877,0.721591332329894,,2.6569123906966916e-06,23.94124698638916,"[1, 2]",,,,,,,
95,C,0.6965200442750499,0.0812334325515999,0.06191844918396113,882.3077309086638,-0.8755037281310784,0.7215527799331917,0.8018782820020404,1.8467489107293509e-06,22.69745683670044,"[1, 2]",0.7070950865745544,0.866795003414154,0.9171177744865417,0.7290214896202087,0.8444082736968994,0.8866796493530273,0.6620306968688965
96,C,0.6955816070988493,0.08035494330919014,0.06141174372004451,882.1332478073408,-0.8757143045933742,0.7216884957731895,,1.1827948028283352e-06,22.636693954467773,"[1, 2]",,,,,,,
97,C,0.6960987693296289,0.08101749560743007,0.06163277858341078,882.1668865275833,-0.8755886771206586,0.7216041883770025,,6.657053095380005e-07,22.691326141357422,"[1, 2]",,,,,,,
98,C,0.6962345363396518,0.08098564732749507,0.061974951540524105,882.0704334187058,-0.8754297565176802,0.7215945695368748,,2.9599073575926616e-07,22.2934889793396,"[1, 2]",,,,,,,
99,C,0.6962092771845044,0.08112561505920482,0.06200387133812567,882.0173532737875,-0.8755472347421466,0.7216030168083479,,7.401594514025999e-08,22.580445051193237,"[1, 2]",,,,,,,
100,C,0.6967498078098837,0.08146401058952764,0.062023403825906084,882.3455755845556,-0.8753906859541839,0.7214233079608882,0.8021632347788129,0.0,22.600696086883545,"[1, 2]",0.7112510800361633,0.8714914917945862,0.9186127185821533,0.7283872365951538,0.8383785486221313,0.8858116269111633,0.6612099409103394
