epoch,phase,train_loss,train_dice_loss,train_ce_loss,train_div_loss,train_push_loss,train_pull_loss,val_mean_fg_dice,lr,epoch_time_s,val_dice_LV,val_dice_RV,val_dice_LA,val_dice_RA,val_dice_Myocardium,val_dice_Aorta,val_dice_PA
1,A,1.2809644780069027,0.9377342608739745,1.6241947018875267,0.0,0.0,0.0,,0.0002999259840548597,45.98477792739868,,,,,,,
2,A,0.8795232353907712,0.8321225645969499,0.9269239025295906,0.0,0.0,0.0,,0.0002997040092642407,45.193806171417236,,,,,,,
3,A,0.5693770195796805,0.6434203526883755,0.49533368886079426,0.0,0.0,0.0,,0.000299334294690462,45.10982799530029,,,,,,,
4,A,0.37619562784455857,0.4205150230313247,0.33187623244692693,0.0,0.0,0.0,,0.0002988172051971717,44.85767078399658,,,,,,,
5,A,0.257899357462829,0.2813011658079219,0.23449754813369714,0.0,0.0,0.0,0.7218534861292157,0.00029815325108927063,44.86832308769226,0.5635958313941956,0.8388984203338623,0.8177512884140015,0.6869078874588013,0.7476258277893066,0.8214821815490723,0.576712965965271
6,A,0.1994112790474352,0.21502714055889058,0.18379541837944174,0.0,0.0,0.0,,0.00029734308760930326,45.01129603385925,,,,,,,
7,A,0.1701387542668941,0.18502925983015098,0.15524825003911863,0.0,0.0,0.0,,0.00029638751429081204,45.00899815559387,,,,,,,
8,A,0.1418964710648892,0.1553635943048405,0.12842934786008214,0.0,0.0,0.0,,0.0002952874741692946,45.00396108627319,,,,,,,
9,A,0.13800817460946316,0.14819955319728492,0.12781679619736266,0.0,0.0,0.0,,0.00029404405285154137,44.98356318473816,,,,,,,
10,A,0.12526193781281417,0.1359059785334569,0.11461789635414223,0.0,0.0,0.0,0.5773946046829224,0.0002926584774442729,45.0063591003418,0.3975066542625427,0.45716339349746704,0.5915998220443726,0.5287157893180847,0.6079573035240173,0.872302770614624,0.5865164995193481
11,A,0.11174561729970968,0.1228279561366675,0.10066327851546823,0.0,0.0,0.0,,0.00029113211534313374,44.98483085632324,,,,,,,
12,A,0.10999421965119974,0.11893178325779033,0.10105665636090737,0.0,0.0,0.0,,0.0002894664728832376,44.977457761764526,,,,,,,
13,A,0.1054312297547201,0.11527564390650336,0.09558681560293683,0.0,0.0,0.0,,0.0002876631938525971,44.98348307609558,,,,,,,
14,A,0.09672169116729835,0.10600678791415016,0.08743659508818726,0.0,0.0,0.0,,0.0002857240578699029,44.97791290283203,,,,,,,
15,A,0.08983570660622615,0.09899375573644098,0.08067765744086706,0.0,0.0,0.0,0.807123703616006,0.00028365097862825513,45.04229807853699,0.6786755323410034,0.8547418713569641,0.9143956303596497,0.7811131477355957,0.8296253681182861,0.9272361993789673,0.6640781760215759
16,A,0.08575241186849351,0.0946122832455725,0.07689254022783266,0.0,0.0,0.0,,0.0002814460020065795,45.00979733467102,,,,,,,
17,A,0.0817998375673339,0.09010083551676769,0.07349883956518376,0.0,0.0,0.0,,0.0002791113040505915,44.99654507637024,,,,,,,
18,A,0.08104604644314298,0.0893821581354681,0.07270993490896697,0.0,0.0,0.0,,0.00027664918882530225,44.98423433303833,,,,,,,
19,A,0.09860082178042745,0.10503319861753932,0.09216844538261867,0.0,0.0,0.0,,0.00027406208614118424,45.00770902633667,,,,,,,
20,A,0.07665598886263258,0.08541401827110434,0.06789795940144444,0.0,0.0,0.0,0.812343452657972,0.0002713525491562421,44.988404989242554,0.6779897212982178,0.8455567359924316,0.9158251285552979,0.7718575596809387,0.8693913221359253,0.921687126159668,0.6840965747833252
21,B,3.712862177839819,0.2979178782903923,0.36524938619783465,3500.7771468252504,-0.4446160550106247,0.41123709771430716,,0.00026852325185635354,63.000771045684814,,,,,,,
22,B,2.3585007224442824,0.185490257616313,0.18528470193158905,2298.8443891417305,-0.4680597575486831,0.43319451808929443,,0.00026557698641636835,62.81940984725952,,,,,,,
23,B,1.9673279540718727,0.15437872764074578,0.14305321872234344,1948.0742924528302,-0.48061747342910405,0.4433852772948877,,0.0002625166604445689,62.91326689720154,,,,,,,
24,B,1.7154438563112944,0.14844082745741,0.1390231758848114,1704.2327028670402,-0.4906794823846727,0.4512752539144372,,0.0002593452941132117,62.853708028793335,,,,,,,
25,B,1.509659153672884,0.1376594051999866,0.12439894658636372,1514.2184056695903,-0.5006613417897584,0.4589686875916877,0.76740905216762,0.0002560660171779821,62.91477394104004,0.5745686292648315,0.7894041538238525,0.9106901288032532,0.7664247155189514,0.8148961067199707,0.9255129098892212,0.5903667211532593
26,B,1.3404891878928777,0.12886809740426405,0.11633597528737671,1356.7403345647847,-0.5108185302255288,0.46622405327715966,,0.0002526820658893033,62.910325050354004,,,,,,,
27,B,1.1976022394198291,0.12201806143769678,0.106588071282461,1225.5267967368072,-0.5211615778927533,0.47341241799997835,,0.00024919677979854776,62.8637638092041,,,,,,,
28,B,1.0812450984738908,0.11788388974261733,0.10407522303175251,1115.643786160451,-0.5309198928891488,0.48032659559317353,,0.00024561359846230347,62.87372374534607,,,,,,,
29,B,0.9726450029971465,0.11275604198563774,0.09588840327946083,1016.8052071625332,-0.5407040130417302,0.4874781146645546,,0.0002419360580479465,62.81650900840759,,,,,,,
30,B,0.5932887636546819,0.1252768320857354,0.11378246464959856,696.1115590221477,-0.8002518364843333,0.7110937566689726,0.7543911167553493,0.000238167787843871,63.73938298225403,0.48355501890182495,0.8403987884521484,0.885982096195221,0.7623539566993713,0.7820075154304504,0.8781097531318665,0.6483306884765625
31,B,0.34714207868531066,0.11164240763997132,0.09632948158695451,469.8944363863963,-0.8163096772612266,0.7256660503598878,,0.0002343125066778196,62.84069514274597,,,,,,,
32,B,0.2401018589735031,0.10411921762070565,0.08756397741864312,376.78656135415133,-0.8289168634504642,0.7277284568210818,,0.00023037401924684946,62.96793508529663,,,,,,,
33,B,0.17177270718340604,0.10401805701120845,0.08889847767170307,310.96380615234375,-0.8350485872547582,0.7274996576444158,,0.00022635621236255567,63.038604974746704,,,,,,,
34,B,0.1341768449066945,0.1021587128909129,0.08805647576754948,278.6163913798782,-0.8430863483896796,0.727984072745971,,0.00022226305111525726,62.9709198474884,,,,,,,
35,B,0.0895017239985601,0.10165099659056034,0.0861425523663748,237.198796254284,-0.8461856962937229,0.7259959603817958,0.7909908209528241,0.00021809857496093199,62.889939069747925,0.6669946312904358,0.809934675693512,0.9190185070037842,0.7529117465019226,0.8226259350776672,0.9004597663879395,0.6649904847145081
36,B,0.05739215789538509,0.09339157365403085,0.07609086930048915,220.01969794507298,-0.8586339112722648,0.7277927393058561,,0.00021386689373476087,62.817564964294434,,,,,,,
37,B,0.04171078286643298,0.09601939567979777,0.08142256330839305,202.65027323308982,-0.8618577794646317,0.7250736423258511,,0.00020957218359521706,62.92827010154724,,,,,,,
38,B,0.044204461616727544,0.09784399591526895,0.08713322914785372,201.71526027175616,-0.8633836856428182,0.7267696854640853,,0.0002052186829027017,62.934282064437866,,,,,,,
39,B,0.013257374951861939,0.0893766998120074,0.07215987530730243,185.43968956425505,-0.8701066284809472,0.7284108141683182,,0.00020081068803679371,62.97579574584961,,,,,,,
40,B,0.052386211688226124,0.09183225541744593,0.07499753843711794,227.06173187831664,-0.8835277790730854,0.7346938457691444,0.809749926839556,0.0001963525491562421,62.96219611167908,0.6667519211769104,0.8390926718711853,0.9186298847198486,0.795128583908081,0.8495499491691589,0.915266752243042,0.6838297247886658
41,B,0.007717777184158002,0.0856722964430755,0.07046299614012241,190.6805075879367,-0.8908615407516371,0.7376015439348401,,0.00019184866590588439,62.962143898010254,,,,,,,
42,B,-0.0146114152838599,0.08467006092926241,0.06820957353865763,171.62101205789818,-0.8941136992202615,0.7375383911267767,,0.00018730348307472816,62.876270055770874,,,,,,,
43,B,-0.029102577001981017,0.08282903342876795,0.06645068041277381,160.63633584076504,-0.8976934487527272,0.7378717863334799,,0.00018272148620948137,62.80049109458923,,,,,,,
44,B,-0.031769301953180784,0.08754350666729908,0.07242504444043592,152.9916899339208,-0.8982276958677003,0.7374742944847863,,0.0001781071971878587,62.807395219802856,,,,,,,
45,B,-0.03664767475060697,0.0906775545961452,0.07577714645567368,142.90236642225733,-0.8923054978532611,0.7335014036803875,0.7919078724724906,0.00017346516975603462,62.87615609169006,0.6773295998573303,0.8237329721450806,0.9232373237609863,0.7264954447746277,0.8419285416603088,0.8944240808486938,0.6562071442604065
46,B,-0.06261056795153978,0.07925436406765345,0.06376449925438413,133.5019989373549,-0.9030049294233322,0.7355218361008842,,0.00016879998503464564,62.841185092926025,,,,,,,
47,B,-0.07670486908195154,0.07638228726836871,0.06118877943745762,124.549535103564,-0.9064827080605165,0.7328056434415421,,0.00016411624699777712,62.819336891174316,,,,,,,
48,B,-0.08631417211496605,0.07544853018139894,0.06027843353320968,117.94972034670272,-0.9091732932149239,0.729837067846982,,0.000159418577929397,62.893555879592896,,,,,,,
49,B,-0.0820403018228288,0.0818954737118955,0.06928631884731212,114.51126105830355,-0.9072375013580862,0.7259051448331689,,0.00015471161386171925,62.85982894897461,,,,,,,
50,B,-0.08092231992280709,0.07539506144118759,0.06022430049642077,126.29474078484301,-0.9132258529370686,0.726344718123382,0.8053111008235386,0.00015,62.942036151885986,0.6862456202507019,0.7920219302177429,0.9105090498924255,0.8179077506065369,0.8328050971031189,0.9178580045700073,0.6798302531242371
51,B,-0.09514179066667017,0.07535325777980517,0.05979943083915508,114.48994478189721,-0.9168061436909549,0.7247799452183381,,0.00014528838613828076,62.76314306259155,,,,,,,
52,B,-0.10427686164401612,0.07469917608881896,0.05968002168426536,107.26421183460164,-0.9185502304221099,0.7221777526275167,,0.000140581422070603,62.86929392814636,,,,,,,
53,B,-0.11339994794074094,0.07150970736764511,0.056539754312977475,102.92102144349296,-0.9209313474173816,0.7204798676495282,,0.00013588375300222286,62.85076117515564,,,,,,,
54,B,-0.12225166813663717,0.07175350301670579,0.05668203427263026,96.12069219913123,-0.9226719382798897,0.7149833370492144,,0.00013120001496535439,62.88094115257263,,,,,,,
55,B,-0.12710307215182287,0.0702935074860195,0.055895997351914084,93.44116452055157,-0.9239130214137851,0.7132700687309481,0.8162529383386884,0.00012653483024396538,62.78588008880615,0.6657816767692566,0.8331707715988159,0.9269089698791504,0.79634028673172,0.8571459054946899,0.9065067768096924,0.7279161810874939
56,B,-0.13352263423631777,0.06948367913938919,0.05405633764798349,90.12474858985757,-0.9255076534343216,0.7093457253474109,,0.00012189280281214133,62.86817693710327,,,,,,,
57,B,-0.13825038947024434,0.06886879565580836,0.05417321849052074,87.48497045265054,-0.9275203746444775,0.7060152629636368,,0.00011727851379051867,62.90840196609497,,,,,,,
58,B,-0.14229811327356212,0.06922557837558242,0.0547636247960464,84.35885044313827,-0.928211713174604,0.7018171489801047,,0.00011269651692527179,62.918479919433594,,,,,,,
59,B,-0.14829435881297542,0.068117452398786,0.053246766126732216,81.55190676563191,-0.9300444488817791,0.6979753816465162,,0.00010815133409411564,62.98896884918213,,,,,,,
60,B,-0.14232268718616017,0.06695073730540725,0.05187466833740473,90.15326082481528,-0.9312213409059452,0.6948880592607102,0.810866687979017,0.00010364745084375795,62.90686321258545,0.7050092220306396,0.8458200693130493,0.9392316937446594,0.7871617078781128,0.8401922583580017,0.908431887626648,0.6502199769020081
61,B,-0.1497541622452016,0.06552943840341748,0.050854233383499786,85.43799342749254,-0.9338254546219448,0.6941149274133286,,9.918931196320631e-05,62.87565898895264,,,,,,,
62,B,-0.15712133949657656,0.06398170539792979,0.049406122837988835,81.554669254231,-0.9357430577840445,0.6900064079266675,,9.478131709729837e-05,63.47866606712341,,,,,,,
63,B,-0.16204349654463102,0.06349297458270811,0.04950542275284259,78.42224848045493,-0.9366535088925991,0.6854472255931711,,9.042781640478291e-05,63.025978803634644,,,,,,,
