weight_l3,purity_l3,ap_l3,compact_l3,weight_l4,purity_l4,ap_l4,compact_l4,effective_purity,effective_ap,effective_compactness
0.43441015826769114,0.4857142857142857,0.21261368895349106,0.6338534169382862,0.5655898417323089,0.7742857142857142,0.22390285579320618,0.402137738332557,0.6489273543284663,0.21899872703965517,0.5027973829487773
